,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
85526,RPDvyb276n7CWFLBFWPEIg,"""Neutral Cycle Workshop""",,"""201 N Busey Ave""",Urbana,IL,61801,40.113597,-88.2179419,5.0,13,0,Sporting Goods;Bikes;Local Services;Bike Repair/Maintenance;Shopping
85618,sfn4UtTZOjGo0hIWBa48uw,"""The Art Party Studio""",,"""111 S Walnut St""",Champaign,IL,61820,40.1155929,-88.2429788,3.5,5,0,Arts & Entertainment;Art Galleries;Shopping;Venues & Event Spaces;Event Planning & Services
85789,kJS54KSS6jvBk68lTmz9Dg,"""Truly Fit""",,"""1305 E Colorado Ave""",Urbana,IL,61801,40.094281,-88.191704,4.5,6,0,Fitness & Instruction;Active Life;Gyms
85946,5lXhJe7gob74m93eyjyp3A,"""Illini Union Hotel""",,"""1401 W Green St""",Urbana,IL,61801,40.109243,-88.227253,3.0,12,1,Hotels;Hotels & Travel;Event Planning & Services
86030,d31uae0VHRiaWTD6w2D03w,"""Denny's""",,"""1104 Tuscola Blvd""",Tuscola,IL,61953,39.7911004383,-88.2685616612,2.0,23,1,American (Traditional);Diners;Restaurants;Breakfast & Brunch
86050,aELkI0mfF1EbQo_m44vEKg,"""O'Charley's Restaurant & Bar""",,"""730 W Town Center Blvd""",Champaign,IL,61822,40.143257,-88.256006,3.0,44,1,Restaurants;American (Traditional);Burgers;Breakfast & Brunch
86065,Z7jJ0ycV8LgXZ3HEcIhR0A,"""Monticello True Value Hardware""",,"""215 S Charter St""",Monticello,IL,61856,40.0243482,-88.5725401,4.5,3,1,Home & Garden;Shopping;Hardware Stores;Pets;Paint Stores;Pet Stores
86205,mgepLHs5tGQhxDiF6aYVGQ,"""Hertz Rent A Car""",,"""1101 N Country Fair""",Champaign,IL,61821,40.126947,-88.280964,1.5,7,0,Hotels & Travel;Car Rental
86362,O1Sp0pDa8wmMfOC-FUGZFQ,"""Dairy Queen""",,"""3602 N Mattis Ave""",Champaign,IL,61822,40.1585488,-88.2762061,2.0,8,1,Ice Cream & Frozen Yogurt;Food;Restaurants;Fast Food
86434,a39B-BfbCipNkNH7vwCfug,"""Mid-Summer Lounge""",,"""623 E Green St""",Champaign,IL,61820,40.1102797,-88.2298014,4.0,38,1,Chinese;Bars;Asian Fusion;Nightlife;Lounges;Restaurants
86460,b3qhOCXM_vpPsginjyP9Hg,"""Famous Dave's""",,"""1900 Round Barn Rd""",Champaign,IL,61821,40.1118938,-88.2780325,3.0,3,0,Barbeque;Restaurants
86568,w5YH9J_ReVTKXobqs7yYZg,"""Subway""",,"""1319 N Dunlap Ave""",Savoy,IL,61874,40.0703348,-88.249746,1.5,5,1,Sandwiches;Fast Food;Restaurants
86593,X57f6FWZiwI1wOidPPhOrQ,"""Dos Reales""",,"""1407 N Prospect Ave""",Champaign,IL,61820,40.1298862,-88.2584824,4.0,179,1,Restaurants;Mexican
86646,ddFV9sQgvHNnwd9qyn6aoA,"""Karen Luster Electrolysis""",,"""24 E Springfield Ave""",Champaign,IL,61820,40.112609,-88.2424159,2.0,4,1,Beauty & Spas;Hair Removal
86768,zPo1VeP0VzXPujJYUU_oFQ,"""Monarch Brewing""",,"""212 South Independence St""",Monticello,IL,61856,40.0242609,-88.5711292,4.0,18,1,Breweries;American (Traditional);Restaurants;Pubs;Brewpubs;Nightlife;Bars;Food
86783,yL0PKzDCONu3jHpJG4tQSQ,"""Ward & Associates Realtors""",,"""8 E Main St""",Champaign,IL,61820,40.117819,-88.243169,4.0,5,1,Real Estate Agents;Home Services;Real Estate
86784,rM1soPduv--f7ILhEdb8GQ,"""Walgreens""",,"""407 E Green St""",Champaign,IL,61820,40.1099849,-88.2327276,2.5,5,1,Beauty & Spas;Cosmetics & Beauty Supply;Food;Shopping;Photography Stores & Services;Convenience Stores;Drugstores
86802,rfoAlKhD8GW36mhuE5-68w,"""Angel Hair & Nail""",,"""706 W Marketview Dr, Unit A""",Champaign,IL,61820,40.1378758,-88.2553746,4.0,13,1,Waxing;Massage;Hair Removal;Nail Salons;Beauty & Spas
86893,wDgPYWuBzBTZkeV6FgyEeg,"""C-U Pet Sitting Service""",,"""707 W Clark St""",Champaign,IL,61820,40.1150689,-88.2550943,5.0,4,1,Pets;Pet Services
87012,TqDhk2CKEKU7r-dD2gp_eA,"""Next Chapter Properties""",,"""217 South Neil St, Ste B""",Champaign,IL,61820,40.1149571043,-88.2437170576,2.0,9,1,Real Estate;Apartments;Home Services;Property Management
87031,ATEOnDYQCYSwCCH6hxenlQ,"""County Market""",,"""2901 W Kirby Ave""",Champaign,IL,61821,40.0979639,-88.3266878,4.0,18,1,Shopping;Bakeries;Flowers & Gifts;Florists;Grocery;Food
87136,-B1en4UZJzJEBiFjp1OJSQ,"""Wedding Cakes by Rosie""",,"""2128 County Road 900 E""",Champaign,IL,61822,40.190167,-88.2955253,5.0,3,1,Food;Bakeries
87198,bsrqpg0zJZG4NMhA0W28LQ,"""Espresso Royale""",,"""2401 Village Green Pl""",Champaign,IL,61822,40.083399,-88.296606,4.5,15,1,Food;Cafes;Restaurants;Coffee & Tea
87370,Fd8ip3t0BN9fTkr5IeLo0A,"""Great Clips""",,"""803 S Lincoln Ave""",Urbana,IL,61801,40.1056512,-88.2194136,1.5,6,1,Beauty & Spas;Hair Salons
87738,qdOHQff0l0OxLu8NdQ5wVw,"""Feldkamp's 24Hr Towing""",,"""905 Ward St""",Urbana,IL,61802,40.1211003,-88.1933534,4.0,8,1,Towing;Automotive
87823,KZG8txc-vzkfDt-4ZYeREA,"""Uncle Martin's Sports Bar""",,"""1104 N Cunningham Ave""",Urbana,IL,61802,40.123643,-88.200627,4.5,10,0,Burgers;Restaurants;Nightlife;Bars
87836,kKCwp86xU9XKRnAALQDhrw,"""The Red Herring Vegetarian Restaurant""",,"""1209 W Oregon St""",Urbana,IL,61801,40.106704,-88.225188,4.5,60,1,Vegan;Vegetarian;Restaurants;Cafes
87859,4cPM1Hcj3UiN3fxyOsiR9w,"""Li'l Porgy's Bar-B-Que""",,"""1917 W Springfield Ave""",Champaign,IL,61821,40.112421,-88.280002,4.0,84,1,Caterers;Barbeque;Event Planning & Services;Restaurants
88024,cMa7IWJmLpLaadC12EUq6A,"""Skins & Tins Drum Shop""",,"""29 E Main St""",Champaign,IL,61820,40.1177896,-88.2420424,5.0,6,1,Shopping;Musical Instruments & Teachers
88092,d_Wm9CpzIo_0T-XLfq1UcA,"""The Hub""",,"""601 S 1st St, Ste 102""",Champaign,IL,61820,40.1111448,-88.2391289,3.5,45,1,Sports Bars;American (Traditional);Nightlife;Gastropubs;Dance Clubs;Bars;Restaurants
88196,NsHKS_H2EMBYT-7KLWqjxA,"""Voice KTV""",,"""24 E Green St""",Champaign,IL,61820,40.110524,-88.241673,3.0,9,1,Nightlife;Karaoke;Food;Bubble Tea
88243,EZOoB2D8uQHV_gJoGCMTxQ,"""Jimmy John's""",,"""601 E Green St, Ste B""",Champaign,IL,61820,40.1103674315,-88.2306395688,3.0,11,1,Fast Food;American (Traditional);Food;Sandwiches;Delis;Restaurants;Food Delivery Services
88260,TP7bC-U0m5y7V5vncWwziA,"""El Toro""",,"""112 Charter St""",Monticello,IL,61856,40.0250287833,-88.572935127,3.5,11,0,Mexican;Restaurants
88385,DHeGX-Aeewe0WZ5D2KgOfA,"""Block Electric""",,"""1149 County Road 1350 E""",Urbana,IL,61802,40.046842,-88.2116099,2.5,3,1,Home Services;Electricians
88530,B2N_XO6fX0ILL9c50QuzHg,"""Taco John's""",,"""902 Meijer Dr, Ste 8""",Champaign,IL,61822,40.1468187572,-88.259077211,3.0,14,1,Restaurants;Mexican;Tacos;Fast Food
88541,ZfQY1dNPN8IYmwEjZuVtVg,"""Champaign-Urbana Mass Transit District""",,"""1101 E University Ave""",Urbana,IL,61802,40.115404,-88.195252,4.0,13,1,Movers;Home Services
88542,DFZnNrIZu1_oHv-4aaxJbg,"""Taste Of Thai""",,"""124 E Sangamon Ave""",Rantoul,IL,61866,40.310605,-88.1577957,4.0,12,1,Asian Fusion;Thai;Restaurants;Vietnamese
88755,mOrmBDnz-dOa8An65yUYHA,"""Champaign County YMCA""",,"""2501 Fields South Dr""",Champaign,IL,61822,40.0812655,-88.3106555,2.5,3,1,Local Services;Fitness & Instruction;Trainers;Gyms;Child Care & Day Care;Active Life
88838,ThIpnUgWVt94YDoFiVrKaQ,"""Ice Arena""",,"""406 E Armory Ave""",Champaign,IL,61820,40.1058636,-88.2325143,3.5,4,1,Active Life;Skating Rinks
88884,xQuz-tpHwPMa-fxoqj-TuQ,"""Pitaya""",,"""625 E Green St""",Champaign,IL,61820,40.110084,-88.229381,2.5,5,0,Shopping;Fashion;Women's Clothing
88937,GELirHgzCXnpdTjMBxOZaQ,"""Paint Like Me  Party""",,"""415 E Main St""",Mahomet,IL,61853,40.194738,-88.403521,5.0,3,1,Event Planning & Services;Paint & Sip;Art Classes;Arts & Entertainment;Party & Event Planning;Education
89003,x-LVdWsyVbScjRffvUKBtw,"""National Mini Warehouses""",,"""1408 W Anthony Dr""",Urbana,IL,61802,40.136534,-88.226974,3.0,6,1,Self Storage;Local Services
89132,GqlpfkQtSuIwzgQEvrkIkA,"""Kung Fu Tea""",,"""707 S 6th St, Ste 107""",Champaign,IL,61820,40.1097013,-88.2307366,5.0,4,1,Ice Cream & Frozen Yogurt;Coffee & Tea;Food;Bubble Tea;Poke;Juice Bars & Smoothies
89233,GY7N2o1SGIUgSz1WCIo-HQ,"""88 West Apartments""",,"""2001 N Moreland Blvd""",Champaign,IL,61822,40.14008,-88.252512,1.5,3,1,Real Estate;University Housing;Home Services
89287,D3lAX4-ZniCmfJ7xagD7GA,"""The Auto Mall of Champaign""",,"""1912 Moreland Blvd""",Champaign,IL,61822,40.139273,-88.249587,1.5,11,1,Automotive;Auto Repair;Car Dealers
89311,VbBUGAt4eEkIkTRqjCdMTA,"""Dankle W Casey, DDS""",,"""102 W Springfield Ave""",Champaign,IL,61820,40.112777,-88.243852,5.0,4,1,Oral Surgeons;Health & Medical;General Dentistry;Dentists;Cosmetic Dentists;Endodontists
89396,-cgOvAOO_XcPlRXjNr_Ydg,"""Luxury Nail& Spa""",,"""115 Calvin St""",Savoy,IL,61874,40.0588837,-88.2533147,4.5,9,1,Beauty & Spas;Nail Salons
89793,N5PfEojrY4rFqpqzno4aZg,"""Bevande Coffee""",,"""201 N Goodwin Ave""",Urbana,IL,61801,40.1138245,-88.2240759,2.0,9,0,Coffee & Tea;Food
89835,Ah4i15g8Ow_zphzcpulTxQ,"""The Bread Company""",,"""706 S Goodwin Ave""",Urbana,IL,61801,40.1066554,-88.2236278,3.5,124,1,Sandwiches;Food;Restaurants;Bakeries;Modern European;American (New)
89897,4OuEWZHLRISfdfoz_DOZIw,"""Insomnia Cookies""",,"""502 E John St, Ste B1""",Champaign,IL,61820,40.1092382,-88.2315641,3.0,71,1,Desserts;Food;Bakeries
89939,M8G8S2takaE_NOVutGzEkg,"""Alto Vineyards""",,"""4210 N Duncan Rd""",Champaign,IL,61822,40.1675438448,-88.2953596115,4.0,11,1,Arts & Entertainment;Beer;Wine & Spirits;Venues & Event Spaces;Wineries;Event Planning & Services;Food;Jazz & Blues;Nightlife
89994,hH2N-9cGQBv8heu7uiqekQ,"""Memphis On Main""",,"""55 E Main St""",Champaign,IL,61820,40.1177192,-88.2407562,3.5,19,1,Karaoke;Music Venues;Bars;Nightlife;Arts & Entertainment
90126,JCnFvoh7lU8PF_Yhh8bgOw,"""HuHot Mongolian Grill""",,"""902 Meijer Dr""",Champaign,IL,61822,40.1465169,-88.2581333,3.0,23,1,Asian Fusion;Restaurants;Buffets;Mongolian
90127,TVqeUn37-xg-1IAS4FTuaA,"""Jeffrey Frerichs, DDS""",,"""2301 Village Green Pl, Ste A""",Champaign,IL,61822,40.084668,-88.2966492,3.5,3,1,Oral Surgeons;Cosmetic Dentists;Endodontists;General Dentistry;Health & Medical;Dentists
90139,ZjJzuxjpOTAPWTFbaX06ew,"""Subway""",,"""703 Eastwood Dr""",Mahomet,IL,61853,40.195742,-88.397754,2.0,6,1,Fast Food;Sandwiches;Restaurants
90545,nFGgnBrQuIDPBI3DsHHHOg,"""Bacheller David DMD""",,"""305 W Clark St""",Champaign,IL,61820,40.115077,-88.2475075,5.0,4,1,Dentists;General Dentistry;Health & Medical
90589,QtZry_s3LGRhxpIpqezf0w,"""Thomas E Standley, DMD""",,"""30 E Green St, Ste 1""",Champaign,IL,61820,40.1105019,-88.241184,4.5,10,1,Dentists;General Dentistry;Health & Medical
90641,ChjKd6HgLKmUAQnsrpDSBA,"""BJ Grand Salon & Spa""",,"""3006 Crossing Ct""",Champaign,IL,61820,40.0850604,-88.2956914,3.5,25,1,Beauty & Spas;Day Spas;Hair Salons
90931,ZiLOXVloAOtr9_cpQTpr8g,"""University of Illinois""",,"""605 E Springfield Ave""",Champaign,IL,61820,40.1126867,-88.2302994,4.0,56,1,Education;Colleges & Universities
90991,3iewRRYvMWqXEmpQLDmJBg,"""T L Jones Salon""",,"""2918 Crossing Ct""",Champaign,IL,61822,40.08514,-88.294407,5.0,8,1,Beauty & Spas;Hair Salons
91080,yAHU4LB7UkwaQlxLgbH61g,"""Campus Nails""",,"""509 E Green St""",Champaign,IL,61820,40.110053,-88.2308539,2.0,7,1,Nail Salons;Beauty & Spas
91247,kokytV29X4717mjIC3H7Xg,"""Papa John's Pizza""",,"""2104 W Springfield Ave, Ste B""",Champaign,IL,61821,40.1131801,-88.2837494,2.5,16,1,Pizza;Restaurants
91281,21UO0mP1EgEDZyFUFFI9Mg,"""The Wild Hare""",,"""109 South 3rd St""",Fisher,IL,61843,40.317181,-88.349906,4.0,3,1,Nightlife;Bars;Pubs;Restaurants;American (Traditional)
91445,H72xXZeGbu_LsITA1DaDZg,"""New Life Tattoos""",,"""404 E Green St""",Champaign,IL,61820,40.1104696,-88.2331177,4.0,28,1,Piercing;Tattoo;Beauty & Spas
91446,XtJj67rKT16a4tQw7bxtyw,"""Basil Thai Cafe""",,"""410 E Green St, Ste 1""",Champaign,IL,61820,40.110554,-88.232373,2.5,13,0,Restaurants;Thai
91503,Tw7yZdXV1ktAUXkNGAtTvA,"""Windsor West Apartments""",,"""2502 Fields S Dr""",Champaign,IL,61822,40.0818835,-88.3084213,5.0,4,1,Property Management;Apartments;Real Estate;University Housing;Home Services
91608,fFfmVZOVHRA_TPXVAUmj9A,"""Kennedy Wilson Properties""",,"""312 W Springfield Ave, Ste 100""",Urbana,IL,61801,40.112391,-88.2116807,3.0,7,1,Real Estate;Apartments;University Housing;Home Services;Property Management
91633,3dzPclva9uHp-22TbheqlA,"""Dulak Pilates Center""",,"""44 E Main St""",Champaign,IL,61820,40.1175979,-88.2413998,4.5,4,1,Trainers;Pilates;Fitness & Instruction;Active Life
91929,fEFQHZXMKQtCVrWB7h2hog,"""Wireless Mikes, Verizon Authorized Retailer""",,"""2116 S Neil St""",Champaign,IL,61820,40.0879373379,-88.2459037006,4.0,3,1,Shopping;Mobile Phones;Electronics
92038,uPknXsvEOcrN5xk5fsVLPQ,"""Promenade Gift Shop At Krannert Center""",,"""500 S Goodwin Ave""",Urbana,IL,61801,40.108013,-88.222747,4.0,3,1,Shopping;Flowers & Gifts;Gift Shops
92067,7siEeRGqAJ730IkwAtcWAQ,"""Jerusalem Middle Eastern Cuisine""",,"""601 S Wright St""",Champaign,IL,61820,40.1113,-88.229192,3.5,48,1,Restaurants;Middle Eastern
92101,RyukxHwGYLzoFC49vFiO6w,"""National Car Rental""",,"""11 Airport Rd""",Savoy,IL,61874,40.039245,-88.261001,4.5,6,1,Car Rental;Hotels & Travel
92586,LPlK8Pv8tLjRCRBSoQLYDg,"""Mary Kay's Holistic Beauty""",,"""Senator's Inn""",Savoy,IL,61874,40.0636052,-88.2499772,4.5,7,1,Skin Care;Day Spas;Hair Removal;Beauty & Spas;Waxing
92620,vCopginiBsz1STNhQPb8XA,"""The Dancing Dog Eatery & Juicery""",,"""126 W Main St""",Urbana,IL,61801,40.112757,-88.2085029,4.5,70,1,Sandwiches;Restaurants;Food;Tacos;Vegan;Juice Bars & Smoothies;Desserts;Vegetarian;Mexican
92646,02Gb4GR2Aa9o14pUtr7zdw,"""Baymont Inn And Suites Tuscola""",,"""1006 E Southline Rd""",Tuscola,IL,61953,39.7923925,-88.2706702,4.5,6,1,Event Planning & Services;Hotels & Travel;Hotels
92650,DuyBfbcffclckF_0prChpQ,"""Body Therapy Center""",,"""206 N Randolph St, Ste 501""",Champaign,IL,61820,40.1180024,-88.2449119,5.0,14,1,Massage;Beauty & Spas;Massage Therapy;Health & Medical
92651,DjDcRTH09r1Yma6qd0om0Q,"""Art Mart""",,"""1705 S Prospect Ave""",Champaign,IL,61820,40.0959706657,-88.257621411,4.5,15,1,Bakeries;Shopping;Delis;Specialty Food;Restaurants;Women's Clothing;Food;Fashion
92653,I9NGBZl3HP_7rSquAo6snQ,"""U of I Community Credit Union""",,"""2201 S 1st St""",Champaign,IL,61820,40.0868848,-88.238827,3.5,10,1,Real Estate;Banks & Credit Unions;Mortgage Brokers;Financial Services;Home Services
92750,j7nnuTxtKnDMkPIZM2hzqw,"""Merrill Landscape Services""",,"""510 S Staley Rd""",Champaign,IL,61822,40.111091,-88.314096,2.5,3,1,Local Services;Snow Removal;Tree Services;Home Services;Landscaping;Landscape Architects
92835,5CSGxhesXkz2XNQB8AP6Kw,"""Spoon House Korean Kitchen""",,"""616 E Green St""",Champaign,IL,61820,40.1106295,-88.2296313,3.0,76,1,Korean;Restaurants
92849,ARNkbDHSUUCXh_sOeoJe1Q,"""A to Z Painting""",,"""""",Savoy,IL,61874,40.054753,-88.2517165,5.0,4,1,Painters;Pressure Washers;Drywall Installation & Repair;Home Services;Contractors
92881,CmCqXvO1weWgwaZMjMa55w,"""Pandamonium Doughnuts Food Truck""",,"""""",Champaign,IL,61821,40.1017582,-88.2753144,4.0,31,0,Bakeries;Food;Coffee & Tea;Food Trucks;Donuts
92882,aac42j0E_5R8bEro-JNYfA,"""Breakfast Life and Dinner""",,"""""",Champaign,IL,61821,40.1017582,-88.2753144,5.0,5,1,Personal Chefs;Arts & Crafts;Local Services;Shopping;Cooking Classes;Professional Services;Event Planning & Services;Knife Sharpening
92990,ucBvAmB-4ZrXZctmFDyjIg,"""Baldwin Asylum Haunted House""",,"""2040 Lon Dr""",Rantoul,IL,61866,40.314139,-88.128783,4.5,4,1,Haunted Houses;Local Flavor;Arts & Entertainment
93001,gEPH0lm8IJcC8dkkwHJ7fA,"""Jillian's""",,"""1201 S Neil St""",Champaign,IL,61820,40.103246,-88.244236,3.5,5,0,Nightlife;Restaurants;Bars;American (Traditional);Pool Halls
93077,ncu6t4kzEs4qWCafcQzFJw,"""Rose Bowl Tavern""",,"""106 N Race St""",Champaign,IL,61801,40.112862,-88.2087534,3.5,6,1,Bars;Dive Bars;Nightlife
93118,dEKnEqm6Q44copoadiT8Iw,"""Perkins Restaurant & Bakery""",,"""1214 W University Ave""",Urbana,IL,61801,40.1165867,-88.2253774,2.5,49,1,Cafes;American (Traditional);Bakeries;Breakfast & Brunch;Food;Restaurants
93187,4OABFHxKDYxJh9A2BhoRkg,"""Serendipity""",,"""1401 W Green St""",Urbana,IL,61801,40.1094131,-88.2271693,4.5,4,0,Food;Ice Cream & Frozen Yogurt
93218,6U8Yniq8cMQcedhs040ZoA,"""Moonstruck Chocolate Cafe""",,"""709 S Wright St""",Champaign,IL,61820,40.109995,-88.22911,3.0,12,0,Candy Stores;Food;Specialty Food;Coffee & Tea
93537,Y2eNTpotBGboB2Q4ocG-JQ,"""Parkland College Institute of Aviation""",,"""1 Airport Rd""",Savoy,IL,61874,40.040319,-88.270362,4.0,4,1,Middle Schools & High Schools;Sports Clubs;Landmarks & Historical Buildings;Active Life;Colleges & Universities;Flight Instruction;Specialty Schools;Adult Education;Public Services & Government;Education;Elementary Schools;Hot Air Balloons
93683,QtRgDAK6k0JELN2_hi0ayw,"""Papa Murphy's""",,"""114 North Vine Street, Suite C""",Urbana,IL,61802,40.1134464,-88.2030631,3.5,11,1,Pizza;Restaurants
93791,bAFgHFzpG_raPPGZgDCw4g,"""Hendrick House Food Truck""",,"""904 W Green St""",Urbana,IL,61801,40.11098,-88.219931,4.5,5,1,Food;Home Services;University Housing;Real Estate;Food Trucks
94068,WpUIXWf8QYYeTVSisApdSg,"""Rick's Automotive Service""",,"""54 E Springfield Ave""",Champaign,IL,61820,40.112846,-88.239454,4.5,10,1,Auto Repair;Automotive
94126,_36y6DMfo8QcEi7IWrXa0A,"""Hancock Fabrics""",,"""115 Convenience Ctr Rd""",Champaign,IL,61820,40.1386521,-88.241438,4.0,4,0,Home Decor;Interior Design;Furniture Stores;Arts & Crafts;Shopping;Home & Garden;Home Services;Fabric Stores
94127,Q0w784rNuI595iPSuFvFXQ,"""Greyhound Bus Lines""",,"""45 E Univ Ave""",Champaign,IL,61820,40.1160855541,-88.2411534349,2.0,6,1,Hotels & Travel;Local Services;Public Transportation;Couriers & Delivery Services;Transportation
94128,E6QAh8UPRo6Tlg6hkcWCHw,"""Bombay Indian Grill""",,"""401 E Green St""",Champaign,IL,61820,40.110474,-88.233544,3.5,85,1,Pakistani;Restaurants;Indian
94277,7xK-wOYRQM6Y2RSGNGrb2g,"""Rainstorm Car Wash""",,"""302 Devonshire Dr""",Champaign,IL,61820,40.0898969942,-88.2482064553,3.0,8,1,Car Wash;Automotive
94310,wLcXsZYT12ovhj0wBe31Ew,"""Fitness Center""",,"""2508 Galen Dr""",Champaign,IL,61821,40.081166,-88.263092,4.5,3,0,Trainers;Active Life;Nutritionists;Fitness & Instruction;Gyms;Health & Medical
94444,QHbrfA9nSNLFcevsfQk6dQ,"""Wienerschnitzel""",,"""3214 Kimberly Dr""",Champaign,IL,61821,40.111393,-88.300547,3.0,6,0,Fast Food;Restaurants
94568,BcrFZDyviqw_wF9oQQ5qVA,"""Caffe Bene""",,"""524 E Green St""",Champaign,IL,61820,40.1106361,-88.2309392,4.5,18,1,Food;Coffee & Tea
94569,JPEYaTqH6NMYIshECydAyw,"""Lee's Oriental Foods""",,"""303 Cedar St""",Champaign,IL,61820,40.098746,-88.247057,3.5,3,0,Food;Grocery
94587,hCWX7t0vVzZzurvQnO69dw,"""Slumberland Furniture""",,"""615 W Town Center Blvd""",Champaign,IL,61822,40.141845,-88.253257,3.0,6,1,Home & Garden;Furniture Stores;Shopping;Home Decor;Mattresses
94766,1EoXJGJhJsByeBjjj817Sg,"""Illinois American Water Company""",,"""201 Devonshire Dr""",Champaign,IL,61820,40.089393,-88.248127,2.0,4,1,Home Services;Plumbing
94792,znYmzi0LsuWZtg7zBZM_FA,"""Garage One Enterprises""",,"""1502 Airport Rd""",Urbana,IL,61802,40.1430303,-88.1889181,5.0,3,1,Shopping;Hardware Stores;Home Services;Home & Garden;Garage Door Services
94863,n3lJDjUD6xYnboLfWE6B1A,"""Awesome Machines Sales & Rental""",,"""109 S Dunlap Ave- Rt 45""",Savoy,IL,61874,40.0537385,-88.2524569,1.0,3,1,Machine & Tool Rental;Utilities;Shopping;Hardware Stores;Local Services;Home & Garden;Movers;Home Services;Nurseries & Gardening
94883,hIan5bc87kCldqESoXZlkQ,"""Shields Auto Center""",,"""225 S Meyers St""",Rantoul,IL,61866,40.3088697,-88.160592,4.0,4,1,Auto Repair;Auto Detailing;Car Dealers;Automotive
95008,1kFIdGb-ej5hYuvGbd8MUw,"""Elite Bridal Shop""",,"""106 S Country Fair Dr""",Champaign,IL,61821,40.115532,-88.281035,5.0,8,1,Bridal;Shopping
95338,EcgJ_PI0DBPP1UyLCF1zxQ,"""Dom's Patio Villa""",,"""301 S Locust St""",Champaign,IL,61820,40.114144,-88.239757,4.5,4,0,Italian;Restaurants
95440,z-kUTHzcJSRiTvhtCT4NIA,"""Market Place Shopping Center""",,"""2000 N Neil St""",Champaign,IL,61820,40.141728836,-88.2410270977,3.0,29,1,Shopping Centers;Shopping
95635,8ed4YmEWPr5nfau82-OtCA,"""Subway""",,"""706 W Marketview Dr""",Champaign,IL,61822,40.1378758,-88.2553746,1.5,6,1,Restaurants;Sandwiches;Fast Food
95638,FM-rxNJP7eSXZGwizEd-Dg,"""Dunkin' Donuts""",,"""515 S Neil St""",Champaign,IL,61820,40.1104641,-88.2439326,3.0,19,1,Food;Donuts;Coffee & Tea;Restaurants
95654,rnQLIVk3U7HI7kHRMxC16A,"""Krispy Krunchy Chicken""",,"""922 W Bradley Ave""",Champaign,IL,61821,40.127586,-88.260263,3.0,4,0,Restaurants;Chicken Wings;Food
95863,3XUH9aFxt4vU9Pzi5aBtow,"""Domino's Pizza""",,"""520 S Tanner St""",Rantoul,IL,61866,40.3040827569,-88.1591145667,2.0,3,1,Sandwiches;Restaurants;Pizza;Chicken Wings
95927,1p6qHrapvuKpbZGLT9qskw,"""El Patio""",,"""2506 Village Green Pl""",Champaign,IL,61822,40.0818267,-88.2963454,4.0,30,1,Mexican;Restaurants
95928,ZO_BLTRN9hsxjO5LsNnp0Q,"""Aldi""",,"""801 Interstate Dr""",Champaign,IL,61822,40.1487337339,-88.2567358017,3.0,15,1,Food;Grocery
96041,TQg3tu8U3x8OaC2R4KKh7g,"""Mango Mango Creamery""",,"""2000 N Neil St, Ste 714""",Champaign,IL,61820,40.1411129848,-88.2446333333,4.0,7,0,Restaurants;Creperies;Bubble Tea;Juice Bars & Smoothies;Ice Cream & Frozen Yogurt;Food
96160,tNot7SJRwpWNGCUaixcBaw,"""Dandelion Vintage & Used Clothing""",,"""9 E Taylor St""",Champaign,IL,61820,40.1172781,-88.2428439,4.0,18,0,Used;Vintage & Consignment;Fashion;Costumes;Arts & Crafts;Shopping
96404,lrrUyxzlvqp-niBEj6_6dg,"""Niro's Gyros""",,"""1007 W University Ave""",Urbana,IL,61801,40.1161404,-88.2216747,3.5,47,1,Restaurants;Greek
96413,MZ8dSU3HqlnDmS0b864Aww,"""Bromley Hall""",,"""910 S 3rd St""",Champaign,IL,61820,40.10705,-88.234722,3.5,3,1,Real Estate;Home Services;University Housing
96553,BsxefnHbrpDN7HB2hJrEiw,"""Taco Motorizado""",,"""607 N Cunningham Ave""",Urbana,IL,61802,40.1186156,-88.2041131,4.5,32,1,Food;Street Vendors;Restaurants;Mexican
96614,RbKaSbMnvK0tc2p2UnNMwA,"""Savoy 16""",,"""232 W Burwash""",Savoy,IL,61874,40.0729000347,-88.2520373409,4.0,46,1,Arts & Entertainment;Cinema
96638,asAvGPatlH1Oe6xsBN1olw,"""Apricot Lane""",,"""627 S Wright St, Ste 101""",Champaign,IL,61820,40.1105984,-88.2290979,3.5,3,1,Women's Clothing;Shopping;Fashion;Accessories
96639,ZbACn40wKyLPqGYepwcPVQ,"""PNC Bank""",,"""6 E Taylor St""",Champaign,IL,61820,40.1172051164,-88.2426674058,2.5,3,1,Financial Services;Banks & Credit Unions
96660,g8buMX3iAiUssorC4VM0sw,"""Top Hair Salon""",,"""410 E Green St, Ste 2""",Champaign,IL,61820,40.1105755808,-88.2324540852,3.5,3,1,Hair Salons;Beauty & Spas
96723,IUYpB051tcxMwZzcmZsnkQ,"""Pavlov Media""",,"""805 W Ohio St""",Urbana,IL,61801,40.1034307,-88.2184091,1.0,4,1,Professional Services;Internet Service Providers;Home Services
97210,16LCSpOdfoxGpQFZTVr5hg,"""Country View Veterinary Clinic""",,"""2619 W Springfield Ave""",Champaign,IL,61821,40.112418,-88.291058,3.0,6,1,Veterinarians;Pet Sitting;Pet Services;Pets
97217,asCPMMAA1wW3GJvrPA4fTA,"""Tang Dynasty""",,"""Lincoln Square Mall, 300 S Broadway Ave""",Urbana,IL,61801,40.1105839,-88.2070866,3.0,19,0,Chinese;Restaurants
